As of Date,Line Type,Line ID,Charge Code/Package,Charge Description,DRG,Patient Type,CPT,Modifiers,Rev Code,Gross Charges,Discounted Cash Price,De-Identified Minimum,De-Identified Maximum,Aetna Better Health Medicaid HMO,Aetna Exchange,Aetna GateKeeper,Aetna Medicare,Aetna National Advantage Program (NAP),Aetna Non-GateKeeper,Aetna Signature Administrators (ASA)
1/13/2023,DRG,6657,MS-DRG 409,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH CC,409,IP,,,,52702.77,20529.37,1004.83,52702.77,N/A,52702.77,52702.77,16423.5,39000.05,52702.77,31621.66
1/13/2023,DRG,6658,MS-DRG 410,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITHOUT CC/MCC,410,IP,,,,27090.29,16784.01,1004.83,36237.41,N/A,27090.29,27090.29,13427.21,20046.81,27090.29,16254.17
1/13/2023,DRG,6659,MS-DRG 411,CHOLECYSTECTOMY WITH C.D.E. WITH MCC,411,IP,,,,71316.29,31296.51,1004.83,72107.68,N/A,71316.29,71316.29,25037.21,52774.05,71316.29,42789.77
1/13/2023,DRG,6660,MS-DRG 412,CHOLECYSTECTOMY WITH C.D.E. WITH CC,412,IP,,,,91649.8,21948.22,1004.83,91649.8,N/A,91649.8,91649.8,17558.57,67820.85,91649.8,54989.88
1/13/2023,DRG,6661,MS-DRG 413,CHOLECYSTECTOMY WITH C.D.E. WITHOUT CC/MCC,413,IP,,,,75430.55,16116.46,1004.83,75430.55,N/A,75430.55,75430.55,12893.17,55818.61,75430.55,45258.33
1/13/2023,DRG,6662,MS-DRG 414,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH MCC,414,IP,,,,61982.45,32648.02,1004.83,75448.17,N/A,61982.45,61982.45,26118.41,45867.01,61982.45,37189.47
1/13/2023,DRG,6663,MS-DRG 415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,415,IP,,,,34375.9,19394.62,1004.83,42690,N/A,34375.9,34375.9,15515.7,25438.17,34375.9,20625.54
1/13/2023,DRG,6664,MS-DRG 416,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITHOUT CC/MCC,416,IP,,,,99392.05,14009.32,1004.83,99392.05,N/A,99392.05,99392.05,11207.46,73550.12,99392.05,59635.23
1/13/2023,DRG,6665,MS-DRG 417,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH MCC,417,IP,,,,34070.91,22656.34,1004.83,50752.01,N/A,34070.91,34070.91,18125.07,25212.47,34070.91,20442.55
1/13/2023,DRG,6666,MS-DRG 418,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,418,IP,,,,42789.37,16467.08,1004.83,42789.37,N/A,42789.37,42789.37,13173.66,31664.13,42789.37,25673.62
1/13/2023,DRG,6667,MS-DRG 419,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITHOUT CC/MCC,419,IP,,,,21367.94,13392.72,1004.83,27855.22,N/A,21367.94,21367.94,10714.18,15812.28,21367.94,12820.76
1/13/2023,DRG,6668,MS-DRG 420,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH MCC,420,IP,,,,21833.19,30286.12,1004.83,69610.31,N/A,21833.19,21833.19,24228.9,16156.56,21833.19,13099.91
1/13/2023,DRG,6669,MS-DRG 421,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH CC,421,IP,,,,86822.16,17767.62,1004.83,86822.16,N/A,86822.16,86822.16,14214.1,64248.4,86822.16,52093.3
1/13/2023,DRG,6670,MS-DRG 422,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITHOUT CC/MCC,422,IP,,,,41265.17,14088.77,1004.83,41265.17,N/A,41265.17,41265.17,11271.01,30536.23,41265.17,24759.1
1/13/2023,DRG,6671,MS-DRG 423,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH MCC,423,IP,,,,129419.5,36078.15,1004.83,129419.5,N/A,129419.5,129419.5,28862.52,95770.43,129419.5,77651.7
1/13/2023,DRG,6672,MS-DRG 424,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH CC,424,IP,,,,131285.99,22577.78,1004.83,131285.99,N/A,131285.99,131285.99,18062.23,97151.63,131285.99,78771.59
1/13/2023,DRG,6673,MS-DRG 425,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITHOUT CC/MCC,425,IP,,,,56248,14477.38,1004.83,56248,N/A,56248,56248,11581.91,41623.52,56248,33748.8
1/13/2023,DRG,6674,MS-DRG 426,DEPRESSIVE NEUROSES,426,IP,,,,31834.62,N/A,1004.83,31834.62,N/A,31834.62,31834.62,N/A,23557.62,31834.62,19100.77
1/13/2023,DRG,6675,MS-DRG 427,NEUROSES EXCEPT DEPRESSIVE,427,IP,,,,38989.51,N/A,1004.83,38989.51,N/A,38989.51,38989.51,N/A,28852.24,38989.51,23393.71
1/13/2023,DRG,6676,MS-DRG 428,DISORDERS OF PERSONALITY & IMPULSE CONTROL,428,IP,,,,8290.87,N/A,1004.83,8290.87,N/A,8290.87,8290.87,N/A,6135.24,8290.87,4974.52
1/13/2023,DRG,6677,MS-DRG 429,ORGANIC DISTURBANCES & MENTAL RETARDATION,429,IP,,,,40999.38,N/A,1004.83,40999.38,N/A,40999.38,40999.38,N/A,30339.54,40999.38,24599.63
1/13/2023,DRG,6678,MS-DRG 430,PSYCHOSES,430,IP,,,,6239.65,N/A,1004.83,6239.65,N/A,6239.65,6239.65,N/A,4617.34,6239.65,3743.79
1/13/2023,DRG,6679,MS-DRG 431,CHILDHOOD MENTAL DISORDERS,431,IP,,,,40019.54,N/A,1004.83,40019.54,N/A,40019.54,40019.54,N/A,29614.46,40019.54,24011.72
1/13/2023,DRG,6680,MS-DRG 432,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,432,IP,,,,239740.52,18429.11,1004.83,239740.52,N/A,239740.52,239740.52,14743.29,177407.98,239740.52,143844.31
1/13/2023,DRG,6681,MS-DRG 433,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH CC,433,IP,,,,39526.67,11102.5,1004.83,39526.67,N/A,39526.67,39526.67,8882,29249.74,39526.67,23716
1/13/2023,DRG,6682,MS-DRG 434,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITHOUT CC/MCC,434,IP,,,,15193.29,7543.66,1004.83,16248.25,N/A,15193.29,15193.29,6034.93,11243.03,15193.29,9115.97
1/13/2023,DRG,6683,MS-DRG 435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH MCC,435,IP,,,,21604.03,17220.12,1004.83,37315.33,N/A,21604.03,21604.03,13776.1,15986.98,21604.03,12962.42
1/13/2023,DRG,6684,MS-DRG 436,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH CC,436,IP,,,,51738.15,11625.83,1004.83,51738.15,N/A,51738.15,51738.15,9300.66,38286.23,51738.15,31042.89
1/13/2023,DRG,6685,MS-DRG 437,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITHOUT CC/MCC,437,IP,,,,20677.34,9428.01,1004.83,20677.34,N/A,20677.34,20677.34,7542.41,15301.23,20677.34,12406.4
1/13/2023,DRG,6686,MS-DRG 438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,438,IP,,,,71239.58,16435.98,1004.83,71239.58,N/A,71239.58,71239.58,13148.78,52717.29,71239.58,42743.75
1/13/2023,DRG,6687,MS-DRG 439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH CC,439,IP,,,,15051.16,9634.4,1004.83,18565.88,N/A,15051.16,15051.16,7707.52,11137.86,15051.16,9030.7
1/13/2023,DRG,6688,MS-DRG 440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,440,IP,,,,14921.15,7359.72,1004.83,14921.15,N/A,14921.15,14921.15,5887.77,11041.65,14921.15,8952.69
1/13/2023,DRG,6689,MS-DRG 441,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH MCC",441,IP,,,,31896.9,18486.12,1004.83,40444.51,N/A,31896.9,31896.9,14788.9,23603.71,31896.9,19138.14
1/13/2023,DRG,6690,MS-DRG 442,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH CC",442,IP,,,,12393.05,10292.45,1004.83,20192.37,N/A,12393.05,12393.05,8233.96,9170.86,12393.05,7435.83
1/13/2023,DRG,6691,MS-DRG 443,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITHOUT CC/MCC",443,IP,,,,19819.15,7752.66,1004.83,19819.15,N/A,19819.15,19819.15,6202.13,14666.17,19819.15,11891.49
1/13/2023,DRG,6692,MS-DRG 444,DISORDERS OF THE BILIARY TRACT WITH MCC,444,IP,,,,100238.96,16499.01,1004.83,100238.96,N/A,100238.96,100238.96,13199.21,74176.83,100238.96,60143.38
1/13/2023,DRG,6693,MS-DRG 445,DISORDERS OF THE BILIARY TRACT WITH CC,445,IP,,,,17420.78,11618.91,1004.83,23470.96,N/A,17420.78,17420.78,9295.13,12891.38,17420.78,10452.47
1/13/2023,DRG,6694,MS-DRG 446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,446,IP,,,,12465.01,9132.67,1004.83,17325.74,N/A,12465.01,12465.01,7306.14,9224.11,12465.01,7479.01
1/13/2023,DRG,6695,MS-DRG 447,ALLERGIC REACTIONS AGE >17,447,IP,,,,10297.37,N/A,1004.83,10297.37,N/A,10297.37,10297.37,N/A,7620.05,10297.37,6178.42
1/13/2023,DRG,6696,MS-DRG 449,POISONING & TOXIC EFFECTS OF DRUGS AGE >17 W CC,449,IP,,,,15815.97,N/A,1004.83,15815.97,N/A,15815.97,15815.97,N/A,11703.82,15815.97,9489.58
1/13/2023,DRG,6697,MS-DRG 451,POISONING & TOXIC EFFECTS OF DRUGS AGE 0-17,451,IP,,,,78978.04,N/A,1004.83,78978.04,N/A,78978.04,78978.04,N/A,58443.75,78978.04,47386.82
1/13/2023,DRG,6698,MS-DRG 452,COMPLICATIONS OF TREATMENT W CC,452,IP,,,,47352.19,N/A,1004.83,47352.19,N/A,47352.19,47352.19,N/A,35040.62,47352.19,28411.31
1/13/2023,DRG,6699,MS-DRG 453,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH MCC,453,IP,,,,273655.62,81182.22,1004.83,273655.62,N/A,15537,23190,64945.78,202505.16,24736,164193.37
1/13/2023,DRG,6700,MS-DRG 454,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC,454,IP,,,,89596.6,54722.91,1004.83,130010.26,N/A,15537,23190,43778.33,66301.48,24736,53757.96
1/13/2023,DRG,6701,MS-DRG 455,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC/MCC,455,IP,,,,146158.35,43471.3,1004.83,146158.35,N/A,15537,23190,34777.04,108157.18,24736,87695.01
1/13/2023,DRG,6702,MS-DRG 456,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS WITH MCC",456,IP,,,,325502.69,75088.78,1004.83,325502.69,N/A,31073,46378,60071.02,240871.99,49471,195301.61
1/13/2023,DRG,6703,MS-DRG 457,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS WITH CC",457,IP,,,,73807.86,54255.72,1004.83,128855.5,N/A,31073,46378,43404.58,54617.82,49471,44284.72
1/13/2023,DRG,6704,MS-DRG 458,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE FUSIONS WITHOUT CC/MCC",458,IP,,,,107178.61,43688.05,1004.83,107178.61,N/A,31073,46378,34950.44,79312.17,49471,64307.17
1/13/2023,DRG,6705,MS-DRG 459,SPINAL FUSION EXCEPT CERVICAL WITH MCC,459,IP,,,,176973.88,59404.39,1004.83,176973.88,N/A,15537,23190,47523.52,130960.67,24736,106184.33
1/13/2023,DRG,6706,MS-DRG 460,SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,460,IP,,,,79728.89,34645.48,1004.83,80385.27,N/A,15537,23190,27716.38,58999.38,24736,47837.33
1/13/2023,DRG,6707,MS-DRG 461,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITH MCC,461,IP,,,,373981.41,57523.52,1004.83,373981.41,N/A,373981.41,373981.41,46018.81,276746.24,373981.41,224388.85
1/13/2023,DRG,6708,MS-DRG 462,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITHOUT MCC,462,IP,,,,76509.89,27906.09,1004.83,76509.89,N/A,76509.89,76509.89,22324.87,56617.32,76509.89,45905.93
1/13/2023,DRG,6709,MS-DRG 463,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS WITH MCC,463,IP,,,,126655.08,47388.5,1004.83,126655.08,N/A,126655.08,126655.08,37910.8,93724.76,126655.08,75993.05
1/13/2023,DRG,6710,MS-DRG 464,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS WITH CC,464,IP,,,,44462.9,27919.9,1004.83,63761.78,N/A,44462.9,44462.9,22335.92,32902.55,44462.9,26677.74
1/13/2023,DRG,6711,MS-DRG 465,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,465,IP,,,,27625.55,19331.58,1004.83,42534.18,N/A,27625.55,27625.55,15465.27,20442.91,27625.55,16575.33
1/13/2023,DRG,6712,MS-DRG 466,REVISION OF HIP OR KNEE REPLACEMENT WITH MCC,466,IP,,,,70708.36,47418.75,1004.83,111956.66,N/A,70708.36,70708.36,37935,52324.19,70708.36,42425.02
1/13/2023,DRG,6713,MS-DRG 467,REVISION OF HIP OR KNEE REPLACEMENT WITH CC,467,IP,,,,64303.7,33435.61,1004.83,77394.84,N/A,64303.7,64303.7,26748.49,47584.74,64303.7,38582.22
1/13/2023,DRG,6714,MS-DRG 468,REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC,468,IP,,,,115598.48,26210.88,1004.83,115598.48,N/A,115598.48,115598.48,20968.7,85542.88,115598.48,69359.09
1/13/2023,DRG,6715,MS-DRG 469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITH MCC OR TOTAL ANKLE REPLACEMENT,469,IP,,,,88757.58,30028.77,1004.83,88757.58,N/A,88757.58,88757.58,24023.02,65680.61,88757.58,53254.55
1/13/2023,DRG,6716,MS-DRG 470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,470,IP,,,,27601.38,18633.81,1004.83,40809.51,N/A,27601.38,27601.38,14907.05,20425.02,27601.38,16560.83
1/13/2023,DRG,6717,MS-DRG 471,CERVICAL SPINAL FUSION WITH MCC,471,IP,,,,389336.94,45621.63,1004.83,389336.94,N/A,15537,23190,36497.3,288109.34,24736,233602.16
1/13/2023,DRG,6718,MS-DRG 472,CERVICAL SPINAL FUSION WITH CC,472,IP,,,,70030.12,28643.59,1004.83,70030.12,N/A,15537,23190,22914.87,51822.29,24736,42018.07
1/13/2023,DRG,6719,MS-DRG 473,CERVICAL SPINAL FUSION WITHOUT CC/MCC,473,IP,,,,34258.62,24015.64,1004.83,54111.71,N/A,15537,23190,19212.51,25351.38,24736,20555.17
1/13/2023,DRG,6720,MS-DRG 474,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH MCC,474,IP,,,,67395.91,37503.07,1004.83,87448.33,N/A,67395.91,67395.91,30002.46,49872.97,67395.91,40437.55
1/13/2023,DRG,6721,MS-DRG 475,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH CC,475,IP,,,,72229.3,21304.87,1004.83,72229.3,N/A,72229.3,72229.3,17043.9,53449.68,72229.3,43337.58
1/13/2023,DRG,6722,MS-DRG 476,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,476,IP,,,,76416.87,12723.43,1004.83,76416.87,N/A,76416.87,76416.87,10178.74,56548.48,76416.87,45850.12
1/13/2023,DRG,6723,MS-DRG 477,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,477,IP,,,,89449.11,31508.95,1004.83,89449.11,N/A,89449.11,89449.11,25207.16,66192.34,89449.11,53669.47
1/13/2023,DRG,6724,MS-DRG 478,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC,478,IP,,,,35593.66,22407.64,1004.83,50137.27,N/A,35593.66,35593.66,17926.11,26339.31,35593.66,21356.2
1/13/2023,DRG,6725,MS-DRG 479,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC,479,IP,,,,83074.35,17394.55,1004.83,83074.35,N/A,83074.35,83074.35,13915.64,61475.02,83074.35,49844.61
1/13/2023,DRG,6726,MS-DRG 480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,480,IP,,,,72083.34,32489.42,1004.83,72083.34,N/A,72083.34,72083.34,25991.53,53341.67,72083.34,43250
1/13/2023,DRG,6727,MS-DRG 481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,481,IP,,,,85845.69,20365.29,1004.83,85845.69,N/A,85845.69,85845.69,16292.23,63525.81,85845.69,51507.41
1/13/2023,DRG,6728,MS-DRG 482,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,482,IP,,,,37525.16,16338.38,1004.83,37525.16,N/A,37525.16,37525.16,13070.7,27768.62,37525.16,22515.1
1/13/2023,DRG,6729,MS-DRG 483,MAJOR JOINT OR LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITIES,483,IP,,,,67916.65,22482.78,1004.83,67916.65,N/A,67916.65,67916.65,17986.23,50258.32,67916.65,40749.99
1/13/2023,DRG,6730,MS-DRG 484,MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,484,IP,,,,52588.54,21379.13,1004.83,52588.54,N/A,52588.54,52588.54,17103.31,38915.52,52588.54,31553.12
1/13/2023,DRG,6731,MS-DRG 485,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH MCC,485,IP,,,,233889.68,30198.04,1004.83,233889.68,N/A,233889.68,233889.68,24158.43,173078.36,233889.68,140333.81
1/13/2023,DRG,6732,MS-DRG 486,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH CC,486,IP,,,,70710.76,20137.3,1004.83,70710.76,N/A,70710.76,70710.76,16109.84,52325.96,70710.76,42426.46
1/13/2023,DRG,6733,MS-DRG 487,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/MCC,487,IP,,,,34833.67,15974.82,1004.83,34833.67,N/A,34833.67,34833.67,12779.86,25776.92,34833.67,20900.2
1/13/2023,DRG,6734,MS-DRG 488,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITH CC/MCC,488,IP,,,,61441.57,21719.38,1004.83,61441.57,N/A,61441.57,61441.57,17375.5,45466.76,61441.57,36864.94
1/13/2023,DRG,6735,MS-DRG 489,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/MCC,489,IP,,,,43380,13604.28,1004.83,43380,N/A,43380,43380,10883.42,32101.2,43380,26028
1/13/2023,DRG,6736,MS-DRG 490,BACK & NECK PROC EXC SPINAL FUSION W CC/MCC OR DISC DEVICE/NEUROSTIM,490,IP,,,,158640.2,18397.18,1004.83,158640.2,N/A,158640.2,158640.2,14717.74,117393.75,158640.2,95184.12
1/13/2023,DRG,6737,MS-DRG 491,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,491,IP,,,,37716.55,11529.97,1004.83,37716.55,N/A,37716.55,37716.55,9223.98,27910.25,37716.55,22629.93
1/13/2023,DRG,6738,MS-DRG 492,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH MCC",492,IP,,,,67420.69,32226.57,1004.83,74406.54,N/A,67420.69,67420.69,25781.26,49891.31,67420.69,40452.41
1/13/2023,DRG,6739,MS-DRG 493,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",493,IP,,,,27615.92,22639.96,1004.83,50711.45,N/A,27615.92,27615.92,18111.97,20435.78,27615.92,16569.55
1/13/2023,DRG,6740,MS-DRG 494,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITHOUT CC/MCC",494,IP,,,,42400.19,18434.31,1004.83,42400.19,N/A,42400.19,42400.19,14747.44,31376.14,42400.19,25440.11
1/13/2023,DRG,6741,MS-DRG 495,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITH MCC,495,IP,,,,127136.41,34199.86,1004.83,127136.41,N/A,127136.41,127136.41,27359.89,94080.94,127136.41,76281.85
1/13/2023,DRG,6742,MS-DRG 496,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITH CC,496,IP,,,,92723.42,20255.61,1004.83,92723.42,N/A,92723.42,92723.42,16204.49,68615.33,92723.42,55634.05
1/13/2023,DRG,6743,MS-DRG 497,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITHOUT CC/MCC,497,IP,,,,21754.39,15264.1,1004.83,32480.69,N/A,21754.39,21754.39,12211.28,16098.25,21754.39,13052.63
1/13/2023,DRG,6744,MS-DRG 498,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES OF HIP AND FEMUR WITH CC/MCC,498,IP,,,,27946.82,24257.44,1004.83,54709.37,N/A,27946.82,27946.82,19405.95,20680.65,27946.82,16768.09
1/13/2023,DRG,6745,MS-DRG 499,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES OF HIP AND FEMUR WITHOUT CC/MCC,499,IP,,,,130921.62,13511.02,1004.83,130921.62,N/A,130921.62,130921.62,10808.82,96882,130921.62,78552.97
1/13/2023,DRG,6746,MS-DRG 500,SOFT TISSUE PROCEDURES WITH MCC,500,IP,,,,176939.48,29796.46,1004.83,176939.48,N/A,176939.48,176939.48,23837.17,130935.22,176939.48,106163.69
1/13/2023,DRG,6747,MS-DRG 501,SOFT TISSUE PROCEDURES WITH CC,501,IP,,,,62985.41,17303.02,1004.83,62985.41,N/A,62985.41,62985.41,13842.41,46609.2,62985.41,37791.25
1/13/2023,DRG,6748,MS-DRG 502,SOFT TISSUE PROCEDURES WITHOUT CC/MCC,502,IP,,,,51141.78,13992.9,1004.83,51141.78,N/A,51141.78,51141.78,11194.32,37844.92,51141.78,30685.07
1/13/2023,DRG,6749,MS-DRG 503,FOOT PROCEDURES WITH MCC,503,IP,,,,204187.44,24000.09,1004.83,204187.44,N/A,204187.44,204187.44,19200.07,151098.71,204187.44,122512.46
1/13/2023,DRG,6750,MS-DRG 504,FOOT PROCEDURES WITH CC,504,IP,,,,68072.88,17449.83,1004.83,68072.88,N/A,68072.88,68072.88,13959.87,50373.93,68072.88,40843.73
1/13/2023,DRG,6751,MS-DRG 505,FOOT PROCEDURES WITHOUT CC/MCC,505,IP,,,,52428.48,17380.73,1004.83,52428.48,N/A,52428.48,52428.48,13904.59,38797.08,52428.48,31457.09
1/13/2023,DRG,6752,MS-DRG 506,MAJOR THUMB OR JOINT PROCEDURES,506,IP,,,,38743.03,14297.76,1004.83,38743.03,N/A,38743.03,38743.03,11438.21,28669.84,38743.03,23245.82
1/13/2023,DRG,6753,MS-DRG 507,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES WITH CC/MCC,507,IP,,,,63525.09,18140.7,1004.83,63525.09,N/A,63525.09,63525.09,14512.56,47008.57,63525.09,38115.05
1/13/2023,DRG,6754,MS-DRG 508,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES WITHOUT CC/MCC,508,IP,,,,31317.65,14629.37,1004.83,31317.65,N/A,31317.65,31317.65,11703.5,23175.06,31317.65,18790.59
1/13/2023,DRG,6755,MS-DRG 509,ARTHROSCOPY,509,IP,,,,136252.68,15231.29,1004.83,136252.68,N/A,136252.68,136252.68,12185.03,100826.98,136252.68,81751.61
1/13/2023,DRG,6756,MS-DRG 510,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH MCC",510,IP,,,,61412.99,27064.09,1004.83,61646.49,N/A,61412.99,61412.99,21651.27,45445.61,61412.99,36847.79
1/13/2023,DRG,6757,MS-DRG 511,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH CC",511,IP,,,,43788.19,19213.27,1004.83,43788.19,N/A,43788.19,43788.19,15370.62,32403.26,43788.19,26272.91
1/13/2023,DRG,6758,MS-DRG 512,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITHOUT CC/MCC",512,IP,,,,43239.4,15996.41,1004.83,43239.4,N/A,43239.4,43239.4,12797.13,31997.16,43239.4,25943.64
1/13/2023,DRG,6759,MS-DRG 513,"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITH CC/MCC",513,IP,,,,26265.22,15888.46,1004.83,34023.93,N/A,26265.22,26265.22,12710.77,19436.26,26265.22,15759.13
1/13/2023,DRG,6760,MS-DRG 514,"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITHOUT CC/MCC",514,IP,,,,33195.87,11041.17,1004.83,33195.87,N/A,33195.87,33195.87,8832.94,24564.94,33195.87,19917.52
1/13/2023,DRG,6761,MS-DRG 515,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,515,IP,,,,58121.58,29047.74,1004.83,66549.44,N/A,17092,25510,23238.19,43009.97,28059,34872.95
1/13/2023,DRG,6762,MS-DRG 516,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,516,IP,,,,40642.75,19686.5,1004.83,43411.46,N/A,17092,25510,15749.2,30075.63,28059,24385.65
1/13/2023,DRG,6763,MS-DRG 517,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,517,IP,,,,34106.68,15162.2,1004.83,34106.68,N/A,17092,25510,12129.76,25238.94,28059,20464.01
1/13/2023,DRG,6764,MS-DRG 518,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH MCC OR DISC DEVICE OR NEUROSTIMULATOR,518,IP,,,,97896.3,34314.73,1004.83,97896.3,N/A,8804,13141,27451.78,72443.26,14068,58737.78
