Identifier Code,Billing Code,Identifier Description,NYU Langone Long Island Gross Charges,NYU Langone Long Island Discounted Cash Price,AETNA HMO
D000367,D0367,HC CONE BEAM INTERP BOTH JAWS,702,133.38,434.26
D000368,D0368,HC CONE BEAM INTERP TMJ SERIES,702,133.38,434.26
D000369,D0369,HC MAXILLO MRI CAPTURE INTERPRET,-1,-1,-1
D000370,D0370,HC MAXILLO ULLTRASOUND CAPTURE,-1,-1,-1
D000371,D0371,HC SIALOENDOSCOPY CAPTURE INTERPRE,-1,-1,-1
D000380,D0380,HC CONE BEAM CT IMAG-LIMITED FIEL,-1,-1,-1
D000381,D0381,HC CONE BEAM FULL ARCH MAND,-1,-1,-1
D000382,D0382,HC CONE BEAM FULL ARCH MAX,-1,-1,-1
D000383,D0383,HC CONE BEAM BOTH JAWS,-1,-1,-1
D000384,D0384,HC CONE BEAM TMJ SERIES,-1,-1,-1
D000385,D0385,HC MAXILLOFACIAL MRI IMAGE CAPTURE,-1,-1,-1
D000386,D0386,HC MAXILLOFACIAL ULTRASND IMG CAP,-1,-1,-1
D000391,D0391,HC INTERPRET DIAG IMAGE BY PRACTIT,-1,-1,-1
D000393,D0393,HC TREATMENT SIMULATION USING 3D IMAGE VOLUME,-1,-1,-1
D000394,D0394,HC DIGITAL SUBTRACTION OF TWO OR MORE IMAGES OR IMAGE VOLUMES OF THE SAME MODALITY,-1,-1,-1
D000395,D0395,HC FUSION OF TWO OR MORE 3D IMAGE VOLUMES OF ONE OR MORE MODALITIES,-1,-1,-1
D000411,D0411,HC HBA1C IN-OFFICE POINT OF SERVICE TESTING,-1,-1,-1
D000412,D0412,HC BLOOD GLUCOSE LEVEL TEST,-1,-1,-1
D000414,D0414,HC LAB PROCESS MICROBIAL SPEC,-1,-1,-1
D000415,D0415,HC COLLECTION OF MICROORGANISMS FOR,237.6,45.14,146.98
D000416,D0416,HC VIRAL CULTURE,-1,-1,-1
D000417,D0417,HC COLLECTION OF SALIVA SAMPLE,-1,-1,-1
D000418,D0418,HC ANALYSIS OF SALIVA SAMPLE,-1,-1,-1
D000419,D0419,HC  ASSESS OF SALIVARY FLOW,350,66.5,216.51
D000422,D0422,HC COLLECTION AND PREPARATION OF GENETIC SAMPLE MATERIAL FOR LABORATORY ANALYSIS AND REPORT,540,102.6,334.04
D000423,D0423,HC GENETIC TEST FOR SUSCEPTIBILITY TO DISEASES ? SPECIMEN ANALYSIS,-1,-1,-1
D000425,D0425,HC CARIES SUSCEPTIBILITY TESTS,129.6,24.62,80.17
D000431,D0431,HC ADJUNCTIVE PRE-DIAGNOSTIC TEST TH,-1,-1,-1
D000460,D0460,HC PULP VITALITY TESTS,75.6,14.36,46.77
D000470,D0470,HC DIAGNOSTIC CASTS,213.84,40.63,132.28
D000472,D0472,"HC ACCESSION OF TISSUE, GROSS EXAMIN",-1,-1,-1
D000473,D0473,"HC ACCESSION OF TISSUE, GROSS AND MI",-1,-1,-1
D000474,D0474,"HC ACCESSION OF TISSUE, GROSS & 0474",274.32,52.12,169.69
D000475,D0475,HC DECALCIFICATION PROCEDURE,-1,-1,-1
D000476,D0476,HC SPECIAL STAINS FOR MICROORGANISMS,-1,-1,-1
D000477,D0477,"HC SPECIAL STAINS, NOT FOR MICROORGA",-1,-1,-1
D000478,D0478,HC IMMUNOHISTOCHEMICAL STAINS,-1,-1,-1
D000479,D0479,"HC TISSUE IN-SITU HYBRIDIZATION, INC",-1,-1,-1
D000480,D0480,HC ACCESSION OF EXFOLIATIVE CYTOLOGI,-1,-1,-1
D000481,D0481,HC ELECTRON MICROSCOPY - DIAGNOSTIC,-1,-1,-1
D000482,D0482,HC DIRECT IMMUNOFLUORESCENCE,-1,-1,-1
D000483,D0483,HC INDIRECT IMMUNOFLUORESCENCE,-1,-1,-1
D000484,D0484,HC CONSULTATION ON SLIDES PREPARED E,-1,-1,-1
D000485,D0485,"HC CONSULTATION, INCLUDING PREPARATI",235.44,44.73,145.64
D000486,D0486,HC ACCESS TRANSEPITHEL CYTO SAMPL,-1,-1,-1
D000502,D0502,"HC OTHER ORAL PATHOLOGY PROCEDURES,",151.2,28.73,93.53
D000600,D0600,HC NON-IONIZING DIAG PROC,-1,-1,-1
D000601,D0601,"HC CARIES RISK ASSESSMENT AND DOCUMENTATION, WITH A FINDING OF LOW RISK",-1,-1,-1
D000602,D0602,"HC CARIES RISK ASSESSMENT AND DOCUMENTATION, WITH A FINDING OF MODERATE RISK",-1,-1,-1
D000603,D0603,"HC CARIES RISK ASSESSMENT AND DOCUMENTATION, WITH A FINDING OF HIGH RISK",-1,-1,-1
D000604,D0604,HC ANTIGEN TEST PUB HLTH PATH,25.17,4.78,15.57
D000605,D0605,HC ANTIBODY TEST PUBLIC HTH PATH,25.17,4.78,15.57
D000701,D0701,HC PANO RADIO IMAGE,248.4,47.2,153.66
D000702,D0702,HC 2D CEPHAL RADIO IMAGE,246.24,46.79,152.32
D000703,D0703,HC 2D ORAL/FACIAL PHOTO IMAGE,140.4,26.68,86.85
D000704,D0704,HC 3D PHOTO IMAGE CAPTURE ONLY,140.4,26.68,86.85
D000705,D0705,HC EXTRA ORAL POST RADIO IMAGE,103,19.57,63.72
D000706,D0706,HC INTRAORAL OCCLUS RADIO IMAGE,86.4,16.42,53.45
D000707,D0707,HC INTRAORAL PERIAP RADIO IMAGE,64.8,12.31,40.09
D000708,D0708,HC INTRAORAL BITE RADIO IMAGE,64.8,12.31,40.09
D000709,D0709,HC INTRAORAL CMPLT RADIO IMAGES,280.8,53.35,173.7
D000999,D0999,"HC UNSPECIFIED DIAGNOSTIC PROCEDURE,",177.12,33.65,109.57
D001000,D1000,HC DENTAL CLINIC VISIT,196,37.24,NP
D001110,D1110,HC PROPHYLAXIS - ADULT,194.4,36.94,120.26
D001120,D1120,HC PROPHYLAXIS - CHILD,162,30.78,100.21
D001206,D1206,"HC TOPICAL FLUORIDE VARNISH, THERAPE",129.6,24.62,80.17
D001208,D1208,HC TOPICAL APPLICATION OF FLUORIDE,86.4,16.42,53.45
D001310,D1310,HC NUTRITIONAL COUNSELING FOR CONTRO,108,20.52,66.81
D001320,D1320,HC TOBACCO COUNSELING FOR THE CONTRO,118.8,22.57,73.49
D001321,D1321,HC COUNS FOR HIGH RISK SUB USE,118.8,22.57,73.49
D001330,D1330,HC ORAL HYGIENE INSTRUCTIONS,108,20.52,66.81
D001351,D1351,HC SEALANT - PER TOOTH,129.6,24.62,80.17
D001352,D1352,HC PREVENTIVE RESIN RESTORATION,-1,-1,-1
D001353,D1353,HC SEALANT REPAIR ? PER TOOTH,108,20.52,66.81
D001354,D1354,HC INTERIM CARIES ARRESTING MEDICAMENT APPLICATION,129.6,24.62,80.17
D001355,D1355,HC CARIES MED APP PER TOOTH,129.6,24.62,80.17
D001510,D1510,HC SPACE MAINTAINER - FIXED - UNILAT,589.68,112.04,364.78
D001516,D1516,"HC FIXED BILAT SPACE MAINT, MAX",1080,205.2,668.09
D001517,D1517,"HC FIXED BILAT SPACE MAINT, MAN",1080,205.2,668.09
D001520,D1520,HC SPACE MAINTAINER - REMOVABLE - UN,637.2,121.07,394.17
D001526,D1526,"HC REMOVE BILAT SPACE MAIN, MAX",1080,205.2,668.09
D001527,D1527,"HC REMOVE BILAT SPACE MAIN, MAN",1080,205.2,668.09
D011551,D1551,HC RECEMENT SPACE MAINT - MAX BILAT,127.44,24.21,78.83
D011552,D1552,HC RECEMENT SPACE MAINT - MAN BILAT,127.44,24.21,78.83
D011553,D1553,HC RECEMENT UNILAT SPACE MAINT,127.44,24.21,78.83
D011556,D1556,HC REMOVE FIXED UNILAT SPACE MAINT,164.16,31.19,101.55
D011557,D1557,HC REMOVE FIXED BILAT SPACE MAINT MAX,164.16,31.19,101.55
D011558,D1558,HC REMOVE FIXED BILAT MAN,164.16,31.19,101.55
D001575,D1575,"HC DIST SPACE MAINT, FIXED UNIL",-1,-1,-1
D001999,D1999,"HC UNSPECIFIED PREVENTIVE PROCEDURE, BY REPORT",250,47.5,154.65
D002140,D2140,"HC AMALGAM - ONE SURFACE, PRIMARY OR",302.4,57.46,187.06
D002150,D2150,"HC AMALGAM - TWO SURFACES, PRIMARY O",302.4,57.46,187.06
D002160,D2160,"HC AMALGAM - THREE SURFACES, PRIMARY",378,71.82,233.83
D002161,D2161,"HC AMALGAM - FOUR OR MORE SURFACES,",475.2,90.29,293.96
D002330,D2330,HC RESIN-BASED COMPOSITE - ONE SURFA,304.56,57.87,188.4
D002331,D2331,HC RESIN-BASED COMPOSITE - TWO SURFA,406.08,77.16,251.2
D002332,D2332,HC RESIN-BASED COMPOSITE - THREE SUR,498.96,94.8,308.66
D002335,D2335,HC RESIN-BASED COMPOSITE - FOUR OR M,628.56,119.43,388.83
D002390,D2390,"HC RESIN-BASED COMPOSITE CROWN, ANTE",680.4,129.28,420.9
D002391,D2391,HC RESIN-BASED COMPOSITE-ONE SUR2391,378,71.82,233.83
D002392,D2392,HC RESIN-BASED COMPOSITE-TWO SUR2392,442.8,84.13,273.92
D002393,D2393,HC RESIN-BASED COMPOSITE-THREE 2393,576.72,109.58,356.76
D002394,D2394,HC RESIN-BASED COMPOSITE-FOUR OR2394,691.2,131.33,427.58
D002410,D2410,HC GOLD FOIL - ONE SURFACE,-1,-1,-1
D002420,D2420,HC GOLD FOIL - TWO SURFACES,-1,-1,-1
D002430,D2430,HC GOLD FOIL - THREE SURFACES,-1,-1,-1
D002510,D2510,HC INLAY - METALLIC - ONE SURFACE,-1,-1,-1
D002520,D2520,HC INLAY - METALLIC - TWO SURFACES,-1,-1,-1
D002530,D2530,HC INLAY - METALLIC - THREE OR MORE,-1,-1,-1
D002542,D2542,HC ONLAY - METALLIC-TWO SURFACES,-1,-1,-1
D002543,D2543,HC ONLAY - METALLIC-THREE SURFACES,-1,-1,-1
D002544,D2544,HC ONLAY - METALLIC-FOUR OR MORE SUR,-1,-1,-1
D002610,D2610,HC INLAY - PORCELAIN/CERAMIC - ONE S,1512,287.28,935.32
D002620,D2620,HC INLAY - PORCELAIN/CERAMIC - TWO S,1728,328.32,1068.94
D002630,D2630,HC INLAY - PORCELAIN/CERAMIC - THREE,1944,369.36,1202.56
D002642,D2642,HC ONLAY - PORCELAIN/CERAMIC - TWO S,1998,379.62,1235.96
D002643,D2643,HC ONLAY - PORCELAIN/CERAMIC - THREE,2052,389.88,1269.37
D002644,D2644,HC ONLAY - PORCELAIN/CERAMIC - FOUR,2106,400.14,1302.77
D002650,D2650,HC INLAY - RESIN-BASED COMPOSITE - O,-1,-1,-1
D002651,D2651,HC INLAY - RESIN-BASED COMPOSITE - T,-1,-1,-1
D002652,D2652,HC INLAY-RESIN -BASED COMPOSITE 2652,-1,-1,-1
D002662,D2662,HC ONLAY - RESIN-BASED COMPOSITE - T,-1,-1,-1
D002663,D2663,HC ONLAY - RESIN-BASED COMPOSITE2663,-1,-1,-1
D002664,D2664,HC ONLAY - RESIN-BASED COMPOSITE - F,-1,-1,-1
D002710,D2710,HC CROWN - RESIN-BASED COMPOSITE (IN,1075.68,204.38,665.42
D002712,D2712,HC CROWN - _ RESIN-BASED COMPOSITE (,-1,-1,-1
D002720,D2720,HC CROWN - RESIN WITH HIGH NOBLE MET,2136.24,405.89,1321.48
D002721,D2721,HC CROWN - RESIN WITH PREDOMINANTLY,1913.76,363.61,1183.85
D002722,D2722,HC CROWN - RESIN WITH NOBLE META2722,1987.2,377.57,1229.28
D002740,D2740,HC CROWN - PORCELAIN/CERAMIC SUBSTRA,2808,533.52,1737.03
D002750,D2750,HC CROWN - PORCELAIN FUSED TO HIGH N,2808,533.52,1737.03
D002751,D2751,HC CROWN - PORCELAIN FUSED TO PR2751,2376,451.44,1469.79
D002752,D2752,HC CROWN-PORCELAIN FUSED TO NOBLE,2808,533.52,1737.03
D002753,D2753,HC CROWN PORC FUSED TO TITANIUM,1176,223.44,727.47
D002780,D2780,HC CROWN - 3/4 CAST HIGH NOBLE 2780,2808,533.52,1737.03
D002781,D2781,HC CROWN - 3/4 CAST PREDOMINANTLY BA,2376,451.44,1469.79
D002782,D2782,HC CROWN - 3/4 CAST NOBLE METAL,2376,451.44,1469.79
D002783,D2783,HC CROWN - 3/4 PORCELAIN/CERAMIC2783,2376,451.44,1469.79
D002790,D2790,HC CROWN - FULL CAST HIGH NOBLE META,3240,615.6,2004.26
D002791,D2791,HC CROWN - FULL CAST PREDOMINANTLY B,2376,451.44,1469.79
D002792,D2792,HC CROWN - FULL CAST NOBLE METAL,2376,451.44,1469.79
D002794,D2794,HC CROWN - TITANIUM 2794,-1,-1,-1
D002799,D2799,HC PROVISIONAL CROWN,1080,205.2,668.09
D002910,D2910,"HC RECEMENT INLAY, ONLAY, OR PARTIAL",216,41.04,133.62
D002915,D2915,HC RECEMENT CAST OR PREFABRICATED PO,194.4,36.94,120.26
D002920,D2920,HC RECEMENT CROWN,216,41.04,133.62
D002921,D2921,"HC REATTACHMENT OF TOOTH FRAGMENT, INCISAL EDGE OR CUSP",-1,-1,-1
D002929,D2929,HC PREFAB PORC/CERAM CROWN-PRIMARY,-1,-1,-1
D002930,D2930,HC PREFABRICATED STAINLESS STEEL CRO,540,102.6,334.04
D002931,D2931,HC PREFABRICATED STAINLESS STEEL2931,583.2,110.81,360.77
D002932,D2932,HC PREFABRICATED RESIN CROWN,609.12,115.73,376.8
D002933,D2933,HC PREFABRICATED STAINLESS STEEL2933,667.44,126.81,412.88
D002934,D2934,HC PREFABRICATED ESTHETIC COATED STA,671.76,127.63,415.55
D002940,D2940,HC PROTECTIVE RESTORATION,216,41.04,133.62
D002941,D2941,HC INTERIM THERAPEUTIC RESTORATION ? PRIMARY DENTITION,-1,-1,-1
D002949,D2949,HC RESTORATIVE FOUNDATION FOR AN INDIRECT RESTORATION,-1,-1,-1
D002950,D2950,"HC CORE BUILDUP, INCLUDING ANY PINS",552.96,105.06,342.06
D002951,D2951,"HC PIN RETENTION - PER TOOTH, IN ADD",97.2,18.47,60.13
D002952,D2952,HC POST AND CORE IN ADDITION TO CROW,842.4,160.06,521.11
D002953,D2953,HC EACH ADDITIONAL INDIRECTLY FA2953,399.6,75.92,247.19
D002954,D2954,HC PREFABRICATED POST AND CORE IN AD,682.56,129.69,422.23
D002955,D2955,HC POST REMOVAL (NOT IN CONJUNCTION,388.8,73.87,240.51
D002957,D2957,HC EACH ADDITIONAL PREFABRICATED POS,308.88,58.69,191.07
D002960,D2960,HC LABIAL VENEER (RESIN LAMINATE) -,1131.84,215.05,700.16
D002961,D2961,HC LABIAL VENEER (RESIN LAMINATE2961,1827.36,347.2,1130.4
D002962,D2962,HC LABIAL VENEER (PORCELAIN LAMINATE,3456,656.64,2137.88
D002971,D2971,HC ADDITIONAL PROCEDURES TO CONSTRUC,-1,-1,-1
D002975,D2975,HC COPING,2000,380,1237.2
D002980,D2980,"HC CROWN REPAIR, BY REPORT",455.76,86.59,281.93
D002981,D2981,HC INLAY REPAIR,-1,-1,-1
D002982,D2982,HC ONLAY REPAIR,-1,-1,-1
D002983,D2983,HC VENEER REPAIR,-1,-1,-1
D002990,D2990,HC RESIN INFILTRATION INCIPIENT,-1,-1,-1
D002999,D2999,HC UNSPECIFIED RESTORATIVE PROCEDURE,-1,-1,-1
D003110,D3110,HC PULP CAP - DIRECT (EXCLUDING FINA,166.32,31.6,102.89
D003120,D3120,HC PULP CAP - INDIRECT (EXCLUDING FI,164.16,31.19,101.55
D003220,D3220,HC THERAPEUTIC PULPOTOMY (EXCLUDING,367.2,69.77,227.15
D003221,D3221,"HC PULPAL DEBRIDEMENT, PRIMARY AND P",455.76,86.59,281.93
D003222,D3222,HC PARTIAL PULPOTOTOMY APEXOGEN,-1,-1,-1
D003230,D3230,HC PULPAL THERAPY (RESORBABLE FILLIN,486,92.34,300.64
D003240,D3240,HC PULPAL THERAPY (RESORBABLE FI3240,518.4,98.5,320.68
D003310,D3310,HC ANTERIOR (EXCLUDING FINAL RESTORA,1933.2,367.31,1195.88
D003320,D3320,HC BICUSPID (EXCLUDING FINAL RESTORA,2160,410.4,1336.18
D003330,D3330,HC MOLAR (EXCLUDING FINAL RESTORATIO,2535.84,481.81,1568.67
D003331,D3331,HC TREATMENT OF ROOT CANAL OBSTRUCTI,723.6,137.48,447.62
D003332,D3332,"HC INCOMPLETE ENDODONTIC THERAPY, IN",732.24,139.13,452.96
D003333,D3333,HC INTERNAL ROOT REPAIR OF PERFORATI,650.16,123.53,402.19
D003346,D3346,HC RETREATMENT OF PREVIOUS ROOT CANA,2170.8,412.45,1342.86
D003347,D3347,HC RETREATMENT OF PREVIOUS ROOT 3347,2406.24,457.19,1488.5
D003348,D3348,HC RETREATMENT OF PREVIOUS ROOT 3348,2754,523.26,1703.62
D003351,D3351,HC APEXIFIC/RECAL/PULP REGEN-INIT,717.12,136.25,443.61
D003352,D3352,HC APEXIFIC/RECALC/PULP REGEN-INTER,427.68,81.26,264.56
D003353,D3353,HC APEXIFICATION/RECALCIFICATION - F,926.64,176.06,573.22
D003355,D3355,HC PULPAL REGENERATION - INITIAL VISIT,-1,-1,-1
D003356,D3356,HC PULPAL REGENERATION - INTERIM MEDICATION REPLACEMENT,-1,-1,-1
D003357,D3357,HC PULPAL REGENERATION - COMPLETION OF TREATMENT,-1,-1,-1
D003410,D3410,HC APICOECTOMY/PERIRADICULAR SUR3410,1393.2,264.71,861.83
D003421,D3421,HC APICOECTOMY/PERIRADICULAR SUR3421,1566,297.54,968.73
D003425,D3425,HC APICOECTOMY/PERIRADICULAR SUR3425,1782,338.58,1102.35
D003426,D3426,HC APICOECTOMY/PERIRADICULAR SURGERY,658.8,125.17,407.53
D003428,D3428,"HC BONE GRAFT IN CONJUNCTION WITH PERIRADICULAR SURGERY ? PER TOOTH, SINGLE SITE",1026,194.94,634.68
D003429,D3429,HC BONE GRAFT IN CONJUNCTION WITH PERIRADICULAR SURGERY ? EACH ADDITIONAL CONTIGUOUS TOOTH IN THE SA,-1,-1,-1
D003430,D3430,HC RETROGRADE FILLING - PER ROOT,444.96,84.54,275.25
D003431,D3431,HC BIOLOGIC MATERIALS TO AID IN SOFT AND OSSEOUS TISSUE REGENERATION IN CONJUNCTION WITH PERIRADICUL,1058.4,201.1,654.73
D003432,D3432,"HC GUIDED TISSUE REGENERATION, RESORBABLE BARRIER, PER SITE, IN CONJUNCTION WITH PERIRADICULAR SURGE",-1,-1,-1
D003450,D3450,HC ROOT AMPUTATION - PER ROOT,959.04,182.22,593.26
D003460,D3460,HC ENDODONTIC ENDOSSEOUS IMPLANT,1944,369.36,1202.56
D003470,D3470,HC INTENTIONAL REIMPLANTATION (INCLU,1615.68,306.98,999.46
D003471,D3471,HC SURG REP ROOT RES ANTERIOR,1409,267.71,871.61
D003472,D3472,HC SURG REP ROOT RES PREMOLAR,1409,267.71,871.61
D003473,D3473,HC SURG REP ROOT RES MOLA,1409,267.71,871.61
D003501,D3501,HC SURG EXP ROOT SURF ANTERIOR,1409,267.71,871.61
D003502,D3502,HC SURG EXP ROOT SURF PREMOLAR,1409,267.71,871.61
D003503,D3503,HC SURGICAL EXP ROOT SURF MOLAR,1409,267.71,871.61
D003910,D3910,HC SURGICAL PROCEDURE FOR ISOLATION,302.4,57.46,187.06
D003920,D3920,HC HEMISECTION (INCLUDING ANY ROOT R,924.48,175.65,571.88
D003950,D3950,HC CANAL PREPARATION AND FITTING OF,324,61.56,200.43
D003999,D3999,"HC UNSPECIFIED ENDODONTIC PROCEDURE,",-1,-1,-1
D004210,D4210,HC GINGIVECTOMY OR GINGIVOPLASTY - F,1026,194.94,634.68
D004211,D4211,HC GINGIVECTOMY OR GINGIVOPLASTY - O,486,92.34,300.64
D004212,D4212,HC GINGIVECTOMY-ACCESS FOR RESTOR,162,30.78,100.21
D004230,D4230,HC ANATOMICAL CROWN EXPOSURE - FOUR,-1,-1,-1
D004231,D4231,HC ANATOMICAL CROWN EXPOSURE - ONE T,-1,-1,-1
D004240,D4240,"HC GINGIVAL FLAP PROCEDURE, INCL4240",1358.64,258.14,840.45
D004241,D4241,"HC GINGIVAL FLAP PROCEDURE, INCLUDIN",993.6,188.78,614.64
D004245,D4245,HC APICALLY POSITIONED FLAP,1082.16,205.61,669.42
D004249,D4249,HC CLINICAL CROWN LENGTHENING - HARD,1490.4,283.18,921.96
D004260,D4260,HC OSSEOUS SURGERY (INCLUDING FL4260,2300.4,437.08,1423.03
D004261,D4261,HC OSSEOUS SURGERY (INCLUDING FLAP E,1976.4,375.52,1222.6
D004263,D4263,HC BONE REPLACEMENT GRAFT - FIRST SI,972,184.68,601.28
D004264,D4264,HC BONE REPLACEMENT GRAFT - EACH ADD,-1,-1,-1
D004265,D4265,HC BIOLOGIC MATERIALS TO AID IN SOFT,1069.2,203.15,661.41
D004266,D4266,HC GUIDED TISSUE REGENERATION - RESO,1058.4,201.1,654.73
D004267,D4267,HC GUIDED TISSUE REGENERATION - NONR,1218.24,231.47,753.6
D004268,D4268,"HC SURGICAL REVISION PROCEDURE, PER",1674,318.06,1035.54
D004270,D4270,HC PEDICLE SOFT TISSUE GRAFT PROCEDU,1611.36,306.16,996.79
D004273,D4273,HC SUBEPITHELIAL CONNECTIVE TISSUE G,1985.04,377.16,1227.95
D004274,D4274,HC DISTAL OR PROXIMAL WEDGE PROCEDUR,1099.44,208.89,680.11
D004275,D4275,HC SOFT TISSUE ALLOGRAFT,1717.2,326.27,1062.26
D004276,D4276,HC COMBINED CONNECTIVE TISSUE AND DO,2209.68,419.84,1366.91
D004277,D4277,"HC FREE SOFT TISSUE GRAFT,FIRST TTH",864,164.16,534.47
D004278,D4278,"HC FREE SOFT TISSUE GRAFT,EACH ADD",864,164.16,534.47
D004283,D4283,HC AUTOGENOUS CONNECTIVE TISSUE GRAFT PROCEDURE (INCLUDING DONOR AND RECIPIENT SURGICAL SITES) ? EAC,-1,-1,-1
D004285,D4285,HC NON-AUTOGENOUS CONNECTIVE TISSUE GRAFT PROCEDURE (INCLUDING RECIPIENT SURGICAL SITE AND DONOR MAT,-1,-1,-1
D004320,D4320,HC PROVISIONAL SPLINTING - INTRACORO,864,164.16,534.47
D004321,D4321,HC PROVISIONAL SPLINTING - EXTRACORO,864,164.16,534.47
D004341,D4341,HC PERIODONTAL SCALING AND ROOT 4341,486,92.34,300.64
D004342,D4342,HC PERIODONTAL SCALING AND ROOT PLAN,358.56,68.13,221.81
D004346,D4346,HC SCALING GINGIV INFLAMMATION,370,70.3,228.88
D004355,D4355,HC FULL MOUTH DEBRIDEMENT TO ENABLE,367.2,69.77,227.15
D004381,D4381,HC LOCALIZED DELIVERY OF ANTIMICROBI,127.44,24.21,78.83
D004910,D4910,HC PERIODONTAL MAINTENANCE,276.48,52.53,171.03
D004920,D4920,HC UNSCHEDULED DRESSING CHANGE (BY S,140.4,26.68,86.85
D004921,D4921,HC GINGIVAL IRRIGATION ? PER QUADRANT,-1,-1,-1
D004999,D4999,HC UNSPECIFIED PERIODONTAL PROCEDURE,159.84,30.37,98.88
D005110,D5110,HC COMPLETE DENTURE - MAXILLARY,3024,574.56,1870.65
D005120,D5120,HC COMPLETE DENTURE - MANDIBULAR,3024,574.56,1870.65
D005130,D5130,HC IMMEDIATE DENTURE - MAXILLARY,3456,656.64,2137.88
D005140,D5140,HC IMMEDIATE DENTURE - MANDIBULAR,3456,656.64,2137.88
D005211,D5211,HC MAXILLARY PARTIAL DENTURE - RESIN,1963.44,373.05,1214.58
D005212,D5212,HC MANDIBULAR PARTIAL DENTURE - RESI,1963.44,373.05,1214.58
D005213,D5213,HC DENTURES MAXILL PART METAL,3564,677.16,2204.69
D005214,D5214,HC DENTURES MANDIBL PART METAL,3564,677.16,2204.69
D005221,D5221,"HC IMMEDIATE MAXILLARY PARTIAL DENTURE ? RESIN BASE (INCLUDING ANY CONVENTIONAL CLASPS, RESTS AND TE",3456,656.64,2137.88
D005222,D5222,"HC IMMEDIATE MANDIBULAR PARTIAL DENTURE ? RESIN BASE (INCLUDING ANY CONVENTIONAL CLASPS, RESTS AND T",3456,656.64,2137.88
D005223,D5223,HC IMMEDIATE MAXILLARY PARTIAL DENTURE ? CAST METAL FRAMEWORK WITH RESIN DENTURE BASES (INCLUDING AN,-1,-1,-1
D005224,D5224,HC IMMEDIATE MANDIBULAR PARTIAL DENTURE ? CAST METAL FRAMEWORK WITH RESIN DENTURE BASES (INCLUDING A,-1,-1,-1
D005225,D5225,HC MAXILLARY PARTIAL DENTURE - FLEXI,5184,984.96,3206.82
D005226,D5226,HC MANDIBULAR PARTIAL DENTURE - FLEX,5184,984.96,3206.82
D005282,D5282,"HC REMOVE UNIL PART DENTURE,MAX",1566,297.54,968.73
D005283,D5283,"HC REMOVE UNIL PART DENTURE,MAN",1566,297.54,968.73
D005284,D5284,HC REM UNILAT DENT FLEX BASE,1566,297.54,968.73
D005286,D5286,HC REM UNILAT DENT 1 PC RESIN,1566,297.54,968.73
D005410,D5410,HC ADJUST COMPLETE DENTURE - MAXILLA,162,30.78,100.21
D005411,D5411,HC ADJUST COMPLETE DENTURE - MANDIBU,162,30.78,100.21
D005421,D5421,HC DJUST PARTIAL DENTURE - MAXILLAR,162,30.78,100.21
D005422,D5422,HC ADJUST PARTIAL DENTURE - MANDIBUL,162,30.78,100.21
D005511,D5511,"HC REPAIR BROKEN COMPLETE DENTRURE BASE, MANDIBULAR",558,106.02,345.18
D005512,D5512,"HC REPAIR BROKEN COMPLETE DENTRURE BASE, MAXILLARY",700,133,433.02
D005520,D5520,HC REPLACE MISSING OR BROKEN TEETH -,270,51.3,167.02
D005611,D5611,"HC REPAIR RESIN PARTIAL DENTRUE BASE, MANDIBULAR",972,184.68,601.28
D005612,D5612,"HC REPAIR RESIN PARTIAL DENTURE BASE, MAXILLARY",972,184.68,601.28
D005621,D5621,"HC REPAIR CAST PARTIAL FRAMEWORK, MANDIBULAR",936,177.84,579.01
D005622,D5622,"HC REPAIR CAST PARTIAL FRAMEWORK, MAXILLARY",936,177.84,579.01
D005630,D5630,HC REPAIR OR REPLACE BROKEN CLASP,810,153.9,501.07
D005640,D5640,HC REPLACE BROKEN TEETH - PER TOOTH,810,153.9,501.07
D005650,D5650,HC ADD TOOTH TO EXISTING PARTIAL DEN,810,153.9,501.07
D005660,D5660,HC ADD CLASP TO EXISTING PARTIAL DEN,810,153.9,501.07
D005670,D5670,HC REPLACE ALL TEETH AND ACRYLIC5670,1123.2,213.41,694.81
D005671,D5671,HC REPLACE ALL TEETH AND ACRYLIC ON,1229.04,233.52,760.28
D005710,D5710,HC REBASE COMPLETE MAXILLARY DENTURE,972,184.68,601.28
D005711,D5711,HC REBASE COMPLETE MANDIBULAR DENTUR,972,184.68,601.28
D005720,D5720,HC REBASE MAXILLARY PARTIAL DENTURE,864,164.16,534.47
D005721,D5721,HC REBASE MANDIBULAR PARTIAL DENTURE,864,164.16,534.47
D005730,D5730,HC RELINE COMPLETE MAXILLARY DENTURE,756,143.64,467.66
D005731,D5731,HC RELINE COMPLETE MANDIBULAR DENTUR,756,143.64,467.66
D005740,D5740,HC RELINE MAXILLARY PARTIAL DENTURE,552.96,105.06,342.06
D005741,D5741,HC RELINE MANDIBULAR PARTIAL DENTURE,552.96,105.06,342.06
D005750,D5750,HC RELINE COMPLETE MAXILLARY DEN5750,1620,307.8,1002.13
D005751,D5751,HC RELINE COMPLETE MANDIBULAR DE5751,1620,307.8,1002.13
D005760,D5760,HC RELINE MAXILLARY PARTIAL DEN 5760,1620,307.8,1002.13
D005761,D5761,HC RELINE MANDIBULAR PARTIAL DEN5761,1620,307.8,1002.13
D005810,D5810,HC INTERIM COMPLETE DENTURE (MAXILLA,1470.96,279.48,909.94
D005811,D5811,HC INTERIM COMPLETE DENTURE (MANDIBU,1470.96,279.48,909.94
